"Drug1","Drug2","n.syn","Drug1.target","Drug2.target","syn.mean1","syn.sd1","syn.mean2","syn.sd2","n.syn.score"
"QS11","KU55933",1,"ARFGAP","ATM",1.81308411214953,2.30721117745791,1.4392523364486,3.2684240334052,-0.35240992246119
"QS11","LSN415169",1,"ARFGAP","gamma secretase",1.81308411214953,2.30721117745791,1,2.00471143173483,-0.35240992246119
"RKI983","A769662",1,"ROCK","AMPK agonist",2.18691588785047,2.94967488173743,1.04672897196262,2.3567773710714,-0.402388715854455
"RKI983","BID1870",1,"ROCK","RSK (RSK1/2/3/5/, PLK1, ARKB)",2.18691588785047,2.94967488173743,1.4392523364486,3.22191074824985,-0.402388715854455
"RKI983","CP690550",1,"ROCK","JAK3",2.18691588785047,2.94967488173743,1.09345794392523,2.08105883010228,-0.402388715854455
"RKI983","EX527",1,"ROCK","SIRT1",2.18691588785047,2.94967488173743,0.869158878504673,1.74336538647121,-0.402388715854455
"RKI983","FH535",1,"ROCK","bCatenin",2.18691588785047,2.94967488173743,1.92523364485981,2.47897169254557,-0.402388715854455
"RKI983","GW0742",1,"ROCK","PPARd, agonist",2.18691588785047,2.94967488173743,1.19626168224299,2.34093696906613,-0.402388715854455
"RKI983","GW9662",1,"ROCK","PPARg",2.18691588785047,2.94967488173743,1.25233644859813,2.29886542132355,-0.402388715854455
"RKI983","LFM-A13",1,"ROCK","BTK, Plk",2.18691588785047,2.94967488173743,0.925233644859813,1.66371336529951,-0.402388715854455
"RKI983","MK2206",1,"ROCK","Akt",2.18691588785047,2.94967488173743,1.24299065420561,2.15372043829438,-0.402388715854455
"RKI983","NVP-BEZ235",1,"ROCK","PI3K/TORC1/TORC2 dual specificity",2.18691588785047,2.94967488173743,1.02803738317757,2.27147173604382,-0.402388715854455
"RKI983","NVP-TAE684",1,"ROCK","ALK",2.18691588785047,2.94967488173743,1.49532710280374,2.0893884262549,-0.402388715854455
"RKI983","Nutlin-3",1,"ROCK","MDM2/p53",2.18691588785047,2.94967488173743,0.88785046728972,1.83430158835772,-0.402388715854455
"RKI983","SNS-032",1,"ROCK","CDK2/7/9",2.18691588785047,2.94967488173743,1.5607476635514,3.2013486842251,-0.402388715854455
"RKI983","SNS314",1,"ROCK","Aurora (pan)",2.18691588785047,2.94967488173743,1.29906542056075,1.80259222814335,-0.402388715854455
"RKI983","TCS401",1,"ROCK","PTP-1B",2.18691588785047,2.94967488173743,0.766355140186916,1.60529453743881,-0.402388715854455
"RKI983","XAV939",1,"ROCK","tankyrase 1/2",2.18691588785047,2.94967488173743,0.878504672897196,1.38530209479589,-0.402388715854455
"RKI983","cediranib/AZD2171",1,"ROCK","VEGFR (pan)",2.18691588785047,2.94967488173743,1.06542056074766,2.06621990116024,-0.402388715854455
"RKI983","selumetinib/AZD6244",1,"ROCK","MEK",2.18691588785047,2.94967488173743,1.72897196261682,2.09478279802575,-0.402388715854455
"RKI983","stibogluconate",1,"ROCK","SHP1/2/PTP1B",2.18691588785047,2.94967488173743,1.32710280373832,1.80552454581989,-0.402388715854455
"RKI983","sunitinib",1,"ROCK","Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)",2.18691588785047,2.94967488173743,1.49532710280374,2.57848072781095,-0.402388715854455
"RKI983","vatalanib/PTK787",1,"ROCK","VEFGR (1-4), c-kit, PDGFb",2.18691588785047,2.94967488173743,1.93457943925234,3.94841986077111,-0.402388715854455
"RKI983","vorinostat/SAHA",1,"ROCK","HDAC",2.18691588785047,2.94967488173743,0.88785046728972,1.72838185204706,-0.402388715854455
"SNS-032","Embelin",1,"CDK2/7/9","XIAP",1.5607476635514,3.2013486842251,1.8785046728972,2.83412586894367,-0.309973767405268
"SNS-032","GSK650394",1,"CDK2/7/9","SGK",1.5607476635514,3.2013486842251,0.897196261682243,1.59559877823906,-0.175159821332344
"SNS-032","GW0742",1,"CDK2/7/9","PPARd, agonist",1.5607476635514,3.2013486842251,1.19626168224299,2.34093696906613,-0.175159821332344
"SNS-032","GW2580",1,"CDK2/7/9","CSF1R/fms",1.5607476635514,3.2013486842251,1.07476635514019,1.89189400247297,-0.175159821332344
"SNS-032","JZL184",1,"CDK2/7/9","MAGL",1.5607476635514,3.2013486842251,1.64485981308411,3.72460542787686,-0.175159821332344
"SNS-032","KU0063794",1,"CDK2/7/9","mTOR kinase",1.5607476635514,3.2013486842251,1.00934579439252,2.60078118562954,-0.175159821332344
"SNS-032","L779450",1,"CDK2/7/9","Raf",1.5607476635514,3.2013486842251,1.36448598130841,2.03920315256797,-0.178739416349673
"SNS-032","LSN415169",1,"CDK2/7/9","gamma secretase",1.5607476635514,3.2013486842251,1,2.00471143173483,-0.175159821332344
"SNS-032","QS11",1,"CDK2/7/9","ARFGAP",1.5607476635514,3.2013486842251,1.81308411214953,2.30721117745791,-0.35240992246119
"SNS-032","SrcI1",1,"CDK2/7/9","Src",1.5607476635514,3.2013486842251,2.08411214953271,3.01293280090604,-0.359819558274482
"SNS-032","TCS401",1,"CDK2/7/9","PTP-1B",1.5607476635514,3.2013486842251,0.766355140186916,1.60529453743881,-0.175159821332344
"SNS-032","Tie2i",1,"CDK2/7/9","TIE_2",1.5607476635514,3.2013486842251,1.42990654205607,2.50701713134226,-0.175159821332344
"SNS-032","cediranib/AZD2171",1,"CDK2/7/9","VEGFR (pan)",1.5607476635514,3.2013486842251,1.06542056074766,2.06621990116024,-0.175159821332344
"SNS314","A769662",1,"Aurora (pan)","AMPK agonist",1.29906542056075,1.80259222814335,1.04672897196262,2.3567773710714,-0.165908526560542
"SNS314","AS252424",1,"Aurora (pan)","PI3K (gamma)",1.29906542056075,1.80259222814335,1.20560747663551,2.44462567168484,-0.165908526560542
"SNS314","Embelin",1,"Aurora (pan)","XIAP",1.29906542056075,1.80259222814335,1.8785046728972,2.83412586894367,-0.309973767405268
"SNS314","GW0742",1,"Aurora (pan)","PPARd, agonist",1.29906542056075,1.80259222814335,1.19626168224299,2.34093696906613,-0.165908526560542
"SNS314","GW9662",1,"Aurora (pan)","PPARg",1.29906542056075,1.80259222814335,1.25233644859813,2.29886542132355,-0.165908526560542
"SNS314","HIF-1i",1,"Aurora (pan)","HIFa",1.29906542056075,1.80259222814335,1.75700934579439,3.0463127154462,-0.248500208778964
"SNS314","KU0063794",1,"Aurora (pan)","mTOR kinase",1.29906542056075,1.80259222814335,1.00934579439252,2.60078118562954,-0.165908526560542
"SNS314","KU55933",1,"Aurora (pan)","ATM",1.29906542056075,1.80259222814335,1.4392523364486,3.2684240334052,-0.165908526560542
"SNS314","OSU03012",1,"Aurora (pan)","PDK1",1.29906542056075,1.80259222814335,3.27102803738318,3.92276878886643,-0.578934971601893
"SNS314","T0901317",1,"Aurora (pan)","LXR",1.29906542056075,1.80259222814335,1.29906542056075,2.50363868509238,-0.165908526560542
"SNS314","Wnti",1,"Aurora (pan)","bCatenin",1.29906542056075,1.80259222814335,6.04672897196262,5.71060446453605,-0.883746896375641
"SNS314","XAV939",1,"Aurora (pan)","tankyrase 1/2",1.29906542056075,1.80259222814335,0.878504672897196,1.38530209479589,-0.165908526560542
"SNS314","cediranib/AZD2171",1,"Aurora (pan)","VEGFR (pan)",1.29906542056075,1.80259222814335,1.06542056074766,2.06621990116024,-0.165908526560542
"SNS314","pioglitazone",1,"Aurora (pan)","PPARg, agonist",1.29906542056075,1.80259222814335,1.35514018691589,2.93081332149375,-0.165908526560542
"SNS314","tipifarnib",1,"Aurora (pan)","FTI",1.29906542056075,1.80259222814335,1.07476635514019,1.99386291697487,-0.165908526560542
"SNS314","vasastrol",1,"Aurora (pan)","KSP (Eg5, kinesin-5)",1.29906542056075,1.80259222814335,1.13084112149533,1.9526668370222,-0.165908526560542
"STA4783","AS252424",1,"HSP70 inducer","PI3K (gamma)",4.5981308411215,3.52045187141445,1.20560747663551,2.44462567168484,-1.0220650565735
"STA4783","Dorsomorphin",1,"HSP70 inducer","AMPK/BMP antagonist",4.5981308411215,3.52045187141445,1.49532710280374,3.37128224801305,-1.0220650565735
"STA4783","LSN415169",1,"HSP70 inducer","gamma secretase",4.5981308411215,3.52045187141445,1,2.00471143173483,-1.0220650565735
"STA4783","T0901317",1,"HSP70 inducer","LXR",4.5981308411215,3.52045187141445,1.29906542056075,2.50363868509238,-1.0220650565735
"SU6656","Embelin",1,"Lyn/Src/Fyn/Yes","XIAP",1.36448598130841,2.24193533041099,1.8785046728972,2.83412586894367,-0.309973767405268
"SU6656","FH535",1,"Lyn/Src/Fyn/Yes","bCatenin",1.36448598130841,2.24193533041099,1.92523364485981,2.47897169254557,-0.373232839907794
"SU6656","LSN415169",1,"Lyn/Src/Fyn/Yes","gamma secretase",1.36448598130841,2.24193533041099,1,2.00471143173483,-0.162576491999702
"SU6656","QS11",1,"Lyn/Src/Fyn/Yes","ARFGAP",1.36448598130841,2.24193533041099,1.81308411214953,2.30721117745791,-0.35240992246119
"SU6656","SrcI1",1,"Lyn/Src/Fyn/Yes","Src",1.36448598130841,2.24193533041099,2.08411214953271,3.01293280090604,-0.359819558274482
"SU6656","TCS401",1,"Lyn/Src/Fyn/Yes","PTP-1B",1.36448598130841,2.24193533041099,0.766355140186916,1.60529453743881,-0.162576491999702
"SU6656","U73122",1,"Lyn/Src/Fyn/Yes","PLC",1.36448598130841,2.24193533041099,2,2.26956898908723,-0.4406122945847
"SrcI1","Dorsomorphin",1,"Src","AMPK/BMP antagonist",2.08411214953271,3.01293280090604,1.49532710280374,3.37128224801305,-0.359819558274482
"SrcI1","LFM-A13",1,"Src","BTK, Plk",2.08411214953271,3.01293280090604,0.925233644859813,1.66371336529951,-0.359819558274482
"SrcI1","XAV939",1,"Src","tankyrase 1/2",2.08411214953271,3.01293280090604,0.878504672897196,1.38530209479589,-0.359819558274482
"T0901317","AS252424",1,"LXR","PI3K (gamma)",1.29906542056075,2.50363868509238,1.20560747663551,2.44462567168484,-0.119452308490637
"T0901317","BID1870",1,"LXR","RSK (RSK1/2/3/5/, PLK1, ARKB)",1.29906542056075,2.50363868509238,1.4392523364486,3.22191074824985,-0.136332869148285
"T0901317","FH535",1,"LXR","bCatenin",1.29906542056075,2.50363868509238,1.92523364485981,2.47897169254557,-0.373232839907794
"T0901317","JZL184",1,"LXR","MAGL",1.29906542056075,2.50363868509238,1.64485981308411,3.72460542787686,-0.173135067746411
"T0901317","LFM-A13",1,"LXR","BTK, Plk",1.29906542056075,2.50363868509238,0.925233644859813,1.66371336529951,-0.119452308490637
"T0901317","LSN415169",1,"LXR","gamma secretase",1.29906542056075,2.50363868509238,1,2.00471143173483,-0.119452308490637
"T0901317","PIM-1 4a",1,"LXR","PIM",1.29906542056075,2.50363868509238,1.58878504672897,4.36528602669615,-0.134878915866732
"TCS401","C75",1,"PTP-1B","Fatty Acid Synthase",0.766355140186916,1.60529453743881,1.42990654205607,3.07488962689692,-0.139812023916423
"TCS401","Embelin",1,"PTP-1B","XIAP",0.766355140186916,1.60529453743881,1.8785046728972,2.83412586894367,-0.309973767405268
"TCS401","JZL184",1,"PTP-1B","MAGL",0.766355140186916,1.60529453743881,1.64485981308411,3.72460542787686,-0.173135067746411
"TCS401","LSN415169",1,"PTP-1B","gamma secretase",0.766355140186916,1.60529453743881,1,2.00471143173483,0
"TCS401","QS11",1,"PTP-1B","ARFGAP",0.766355140186916,1.60529453743881,1.81308411214953,2.30721117745791,-0.35240992246119
"TCS401","Tie2i",1,"PTP-1B","TIE_2",0.766355140186916,1.60529453743881,1.42990654205607,2.50701713134226,-0.171481294117006
"TCS401","XAV939",1,"PTP-1B","tankyrase 1/2",0.766355140186916,1.60529453743881,0.878504672897196,1.38530209479589,0.0877031281185674
"Tamatinib/R406","C75",1,"Syk","Fatty Acid Synthase",2.18691588785047,3.02234084313859,1.42990654205607,3.07488962689692,-0.39271410785618
"Tamatinib/R406","CP690550",1,"Syk","JAK3",2.18691588785047,3.02234084313859,1.09345794392523,2.08105883010228,-0.39271410785618
"Tamatinib/R406","EX527",1,"Syk","SIRT1",2.18691588785047,3.02234084313859,0.869158878504673,1.74336538647121,-0.39271410785618
"Tamatinib/R406","FH535",1,"Syk","bCatenin",2.18691588785047,3.02234084313859,1.92523364485981,2.47897169254557,-0.39271410785618
"Tamatinib/R406","JZL184",1,"Syk","MAGL",2.18691588785047,3.02234084313859,1.64485981308411,3.72460542787686,-0.39271410785618
"Tamatinib/R406","KU55933",1,"Syk","ATM",2.18691588785047,3.02234084313859,1.4392523364486,3.2684240334052,-0.39271410785618
"Tamatinib/R406","SU6656",1,"Syk","Lyn/Src/Fyn/Yes",2.18691588785047,3.02234084313859,1.36448598130841,2.24193533041099,-0.39271410785618
"Tamatinib/R406","T0901317",1,"Syk","LXR",2.18691588785047,3.02234084313859,1.29906542056075,2.50363868509238,-0.39271410785618
"Tamatinib/R406","TCS401",1,"Syk","PTP-1B",2.18691588785047,3.02234084313859,0.766355140186916,1.60529453743881,-0.39271410785618
"Tamatinib/R406","Tie2i",1,"Syk","TIE_2",2.18691588785047,3.02234084313859,1.42990654205607,2.50701713134226,-0.39271410785618
"Tamatinib/R406","nilutamide",1,"Syk","androgen receptor",2.18691588785047,3.02234084313859,1.03738317757009,2.10983873856113,-0.39271410785618
"Tanespimycin/17-AAG","A769662",1,"HSP90","AMPK agonist",2.03738317757009,1.7746922860824,1.04672897196262,2.3567773710714,-0.584542563071651
"Tanespimycin/17-AAG","AS252424",1,"HSP90","PI3K (gamma)",2.03738317757009,1.7746922860824,1.20560747663551,2.44462567168484,-0.584542563071651
"Tanespimycin/17-AAG","BMS536924",1,"HSP90","Multi (IGFR1R, InR, FAK)",2.03738317757009,1.7746922860824,1.44859813084112,2.6960265831363,-0.584542563071651
"Tanespimycin/17-AAG","Dorsomorphin",1,"HSP90","AMPK/BMP antagonist",2.03738317757009,1.7746922860824,1.49532710280374,3.37128224801305,-0.584542563071651
"Tanespimycin/17-AAG","GSK0660",1,"HSP90","PPARd, ant",2.03738317757009,1.7746922860824,1.11214953271028,2.43142594548393,-0.584542563071651
"Tanespimycin/17-AAG","GW0742",1,"HSP90","PPARd, agonist",2.03738317757009,1.7746922860824,1.19626168224299,2.34093696906613,-0.584542563071651
"Tanespimycin/17-AAG","GW2580",1,"HSP90","CSF1R/fms",2.03738317757009,1.7746922860824,1.07476635514019,1.89189400247297,-0.584542563071651
"Tanespimycin/17-AAG","GW441756",1,"HSP90","TrkA",2.03738317757009,1.7746922860824,1.00934579439252,2.34518908238299,-0.584542563071651
"Tanespimycin/17-AAG","GW9662",1,"HSP90","PPARg",2.03738317757009,1.7746922860824,1.25233644859813,2.29886542132355,-0.584542563071651
"Tanespimycin/17-AAG","HIF-1i",1,"HSP90","HIFa",2.03738317757009,1.7746922860824,1.75700934579439,3.0463127154462,-0.584542563071651
"Tanespimycin/17-AAG","Midostaurin/PKC412",1,"HSP90","Multi (FLT3, KIT, etc., broad spectrum)",2.03738317757009,1.7746922860824,2.19626168224299,2.77264008896789,-0.584542563071651
"Tanespimycin/17-AAG","PF04217903",1,"HSP90","MET",2.03738317757009,1.7746922860824,0.990654205607477,2.40084626236763,-0.584542563071651
"Tanespimycin/17-AAG","QS11",1,"HSP90","ARFGAP",2.03738317757009,1.7746922860824,1.81308411214953,2.30721117745791,-0.584542563071651
"Tanespimycin/17-AAG","T0901317",1,"HSP90","LXR",2.03738317757009,1.7746922860824,1.29906542056075,2.50363868509238,-0.584542563071651
"Tanespimycin/17-AAG","YM155",1,"HSP90","survivin/BIRC5",2.03738317757009,1.7746922860824,3.57009345794393,3.67580603285636,-0.699191805816473
"Tanespimycin/17-AAG","dasatanib",1,"HSP90","Multi (BCR-Abl, EAR, PDGFR, c-kit)",2.03738317757009,1.7746922860824,1.64485981308411,1.99173924398032,-0.584542563071651
"Tanespimycin/17-AAG","pioglitazone",1,"HSP90","PPARg, agonist",2.03738317757009,1.7746922860824,1.35514018691589,2.93081332149375,-0.584542563071651
"Tanespimycin/17-AAG","vasastrol",1,"HSP90","KSP (Eg5, kinesin-5)",2.03738317757009,1.7746922860824,1.13084112149533,1.9526668370222,-0.584542563071651
"Tideglusib/TZDZ-8","Bexarotene",1,"GSK3","RXR",1.02803738317757,2.56779012222511,1.80373831775701,2.65443470987508,-0.302790765494034
"Tideglusib/TZDZ-8","C75",1,"GSK3","Fatty Acid Synthase",1.02803738317757,2.56779012222511,1.42990654205607,3.07488962689692,-0.139812023916423
"Tideglusib/TZDZ-8","EX527",1,"GSK3","SIRT1",1.02803738317757,2.56779012222511,0.869158878504673,1.74336538647121,-0.010918876482504
"Tideglusib/TZDZ-8","GW441756",1,"GSK3","TrkA",1.02803738317757,2.56779012222511,1.00934579439252,2.34518908238299,-0.010918876482504
"Tideglusib/TZDZ-8","KU0063794",1,"GSK3","mTOR kinase",1.02803738317757,2.56779012222511,1.00934579439252,2.60078118562954,-0.010918876482504
"Tideglusib/TZDZ-8","KU55933",1,"GSK3","ATM",1.02803738317757,2.56779012222511,1.4392523364486,3.2684240334052,-0.134392701791194
"Tideglusib/TZDZ-8","MK2206",1,"GSK3","Akt",1.02803738317757,2.56779012222511,1.24299065420561,2.15372043829438,-0.112823674737489
"Tideglusib/TZDZ-8","Nutlin-3",1,"GSK3","MDM2/p53",1.02803738317757,2.56779012222511,0.88785046728972,1.83430158835772,-0.010918876482504
"Tideglusib/TZDZ-8","OSI906",1,"GSK3","IGF1R",1.02803738317757,2.56779012222511,1.26168224299065,2.22055767514469,-0.117845280903863
"Tideglusib/TZDZ-8","PF562271",1,"GSK3","FAK1/2",1.02803738317757,2.56779012222511,1.18691588785047,1.63182292510436,-0.114544222277374
"Tideglusib/TZDZ-8","PIM-1 4a",1,"GSK3","PIM",1.02803738317757,2.56779012222511,1.58878504672897,4.36528602669615,-0.134878915866732
"Tideglusib/TZDZ-8","TCS401",1,"GSK3","PTP-1B",1.02803738317757,2.56779012222511,0.766355140186916,1.60529453743881,-0.010918876482504
"Tideglusib/TZDZ-8","VX702",1,"GSK3","p38",1.02803738317757,2.56779012222511,1.05607476635514,2.36256885973695,-0.0237346590445552
"Tideglusib/TZDZ-8","YM155",1,"GSK3","survivin/BIRC5",1.02803738317757,2.56779012222511,3.57009345794393,3.67580603285636,-0.699191805816473
"Tideglusib/TZDZ-8","bivanib/BI2536",1,"GSK3","Plk1",1.02803738317757,2.56779012222511,3.48598130841122,3.5855172148186,-0.693339666070181
"Tideglusib/TZDZ-8","everolimus",1,"GSK3","mTor",1.02803738317757,2.56779012222511,1.49532710280374,2.4238353817931,-0.204356742427494
"Tideglusib/TZDZ-8","lapatinib",1,"GSK3","EGFR, HER2, ErbB4",1.02803738317757,2.56779012222511,2.58878504672897,4.11154213144438,-0.386420714159345
"Tideglusib/TZDZ-8","nilutamide",1,"GSK3","androgen receptor",1.02803738317757,2.56779012222511,1.03738317757009,2.10983873856113,-0.0177184999435493
"Tideglusib/TZDZ-8","palbociclib/PD332991",1,"GSK3","CDK4/6",1.02803738317757,2.56779012222511,1,1.51096620343558,-0.010918876482504
"Tideglusib/TZDZ-8","sorafenib",1,"GSK3","Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)",1.02803738317757,2.56779012222511,1.82242990654206,2.94865842251728,-0.278916642314896
"Tozasertib/VX680","A769662",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","AMPK agonist",0.906542056074766,1.47003215393132,1.04672897196262,2.3567773710714,-0.0198274866927178
"Tozasertib/VX680","AS252424",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PI3K (gamma)",0.906542056074766,1.47003215393132,1.20560747663551,2.44462567168484,-0.084105914053422
"Tozasertib/VX680","C75",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Fatty Acid Synthase",0.906542056074766,1.47003215393132,1.42990654205607,3.07488962689692,-0.139812023916423
"Tozasertib/VX680","Crizotinib/PF2341066",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Multi (c-kit, ALK, MET)",0.906542056074766,1.47003215393132,0.822429906542056,1.78469956306879,0.0635754419896859
"Tozasertib/VX680","FK866",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","NAMPRT",0.906542056074766,1.47003215393132,2.82242990654206,3.24128172910024,-0.562255940352322
"Tozasertib/VX680","GW2580",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","CSF1R/fms",0.906542056074766,1.47003215393132,1.07476635514019,1.89189400247297,-0.0395193150580618
"Tozasertib/VX680","IPA3",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PAK",0.906542056074766,1.47003215393132,0.981308411214953,1.79612427823164,0.0104066233119734
"Tozasertib/VX680","L779450",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Raf",0.906542056074766,1.47003215393132,1.36448598130841,2.03920315256797,-0.178739416349673
"Tozasertib/VX680","LSN415169",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","gamma secretase",0.906542056074766,1.47003215393132,1,2.00471143173483,0
"Tozasertib/VX680","MK1775",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Wee-1",0.906542056074766,1.47003215393132,1.5607476635514,2.81564889164268,-0.199153973073772
"Tozasertib/VX680","NVP-BEZ235",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PI3K/TORC1/TORC2 dual specificity",0.906542056074766,1.47003215393132,1.02803738317757,2.27147173604382,-0.0123432674651731
"Tozasertib/VX680","OSI906",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","IGF1R",0.906542056074766,1.47003215393132,1.26168224299065,2.22055767514469,-0.117845280903863
"Tozasertib/VX680","OSU03012",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PDK1",0.906542056074766,1.47003215393132,3.27102803738318,3.92276878886643,-0.578934971601893
"Tozasertib/VX680","PD173074",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","FGFR1/3",0.906542056074766,1.47003215393132,0.925233644859813,2.1835618062872,0.0342405490538027
"Tozasertib/VX680","PF04217903",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","MET",0.906542056074766,1.47003215393132,0.990654205607477,2.40084626236763,0.00389270839162641
"Tozasertib/VX680","Perifosine",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Akt/PI3K",0.906542056074766,1.47003215393132,1.89719626168224,3.36444948940809,-0.266669559019026
"Tozasertib/VX680","RKI983",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","ROCK",0.906542056074766,1.47003215393132,2.18691588785047,2.94967488173743,-0.402388715854455
"Tozasertib/VX680","SU6656",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Lyn/Src/Fyn/Yes",0.906542056074766,1.47003215393132,1.36448598130841,2.24193533041099,-0.162576491999702
"Tozasertib/VX680","SrcI1",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Src",0.906542056074766,1.47003215393132,2.08411214953271,3.01293280090604,-0.359819558274482
"Tozasertib/VX680","T0901317",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","LXR",0.906542056074766,1.47003215393132,1.29906542056075,2.50363868509238,-0.119452308490637
"Tozasertib/VX680","Tideglusib/TZDZ-8",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","GSK3",0.906542056074766,1.47003215393132,1.02803738317757,2.56779012222511,-0.010918876482504
"Tozasertib/VX680","U73122",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PLC",0.906542056074766,1.47003215393132,2,2.26956898908723,-0.4406122945847
"Tozasertib/VX680","Veliparib/ABT888",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","PARP",0.906542056074766,1.47003215393132,1.02803738317757,2.10326764607887,-0.0133303924632893
"Tozasertib/VX680","XAV939",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","tankyrase 1/2",0.906542056074766,1.47003215393132,0.878504672897196,1.38530209479589,0.0635754419896859
"Tozasertib/VX680","bivanib/BI2536",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Plk1",0.906542056074766,1.47003215393132,3.48598130841122,3.5855172148186,-0.693339666070181
"Tozasertib/VX680","cediranib/AZD2171",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","VEGFR (pan)",0.906542056074766,1.47003215393132,1.06542056074766,2.06621990116024,-0.0316619546210585
"Tozasertib/VX680","cisplatin",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","alkylating agent (platinum)",0.906542056074766,1.47003215393132,2,4.85254261303502,-0.206077530842032
"Tozasertib/VX680","dasatanib",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Multi (BCR-Abl, EAR, PDGFR, c-kit)",0.906542056074766,1.47003215393132,1.64485981308411,1.99173924398032,-0.323767187413256
"Tozasertib/VX680","decitabine",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","methyl transferase inhibitor",0.906542056074766,1.47003215393132,1.10280373831776,1.86797529093215,-0.0550348491314658
"Tozasertib/VX680","etoposide",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","topoisomerase inhibitors (Type II, podophyllotoxin)",0.906542056074766,1.47003215393132,0.794392523364486,1.41246684888137,0.0635754419896859
"Tozasertib/VX680","fingolimod",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Sphingosine-1-phosphate receptor agonist",0.906542056074766,1.47003215393132,10.3457943925234,6.46485827558226,-1.44563020473664
"Tozasertib/VX680","gemcitabine",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Antimetabolite (pyrimidine)",0.906542056074766,1.47003215393132,1.39252336448598,2.55784774409974,-0.153458455606447
"Tozasertib/VX680","selumetinib/AZD6244",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","MEK",0.906542056074766,1.47003215393132,1.72897196261682,2.09478279802575,-0.347994056139782
"Tozasertib/VX680","sorafenib",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Multi (Braf, VEGFR, RET, Flt3, ckit, Craf)",0.906542056074766,1.47003215393132,1.82242990654206,2.94865842251728,-0.278916642314896
"Tozasertib/VX680","sunitinib",1,"Multi (AuroraABC, Abl, AblT351I, Flt-3)","Multi (CSF-1R, Flt3, Kit, PDGFR, RET, VEGFR)",0.906542056074766,1.47003215393132,1.49532710280374,2.57848072781095,-0.192100370369747
"U73122","BID1870",1,"PLC","RSK (RSK1/2/3/5/, PLK1, ARKB)",2,2.26956898908723,1.4392523364486,3.22191074824985,-0.4406122945847
"U73122","C75",1,"PLC","Fatty Acid Synthase",2,2.26956898908723,1.42990654205607,3.07488962689692,-0.4406122945847
"U73122","JZL184",1,"PLC","MAGL",2,2.26956898908723,1.64485981308411,3.72460542787686,-0.4406122945847
"U73122","KU0063794",1,"PLC","mTOR kinase",2,2.26956898908723,1.00934579439252,2.60078118562954,-0.4406122945847
"U73122","KU55933",1,"PLC","ATM",2,2.26956898908723,1.4392523364486,3.2684240334052,-0.4406122945847
"U73122","LFM-A13",1,"PLC","BTK, Plk",2,2.26956898908723,0.925233644859813,1.66371336529951,-0.4406122945847
"U73122","LSN415169",1,"PLC","gamma secretase",2,2.26956898908723,1,2.00471143173483,-0.4406122945847
"U73122","PIM-1 4a",1,"PLC","PIM",2,2.26956898908723,1.58878504672897,4.36528602669615,-0.4406122945847
"U73122","Tie2i",1,"PLC","TIE_2",2,2.26956898908723,1.42990654205607,2.50701713134226,-0.4406122945847
"U73122","XAV939",1,"PLC","tankyrase 1/2",2,2.26956898908723,0.878504672897196,1.38530209479589,-0.4406122945847
"VX702","A769662",1,"p38","AMPK agonist",1.05607476635514,2.36256885973695,1.04672897196262,2.3567773710714,-0.0237346590445552
"VX702","AZD7762",1,"p38","Chk1/2",1.05607476635514,2.36256885973695,1.81308411214953,3.44808079273612,-0.235807732191894
